max_depth,min_samples_leaf,min_samples_split,n_estimators,criterion,Train_accuracy,Validate_accuracy,Train_Validate_diff
2,1,4,100,gini,0.747269494538989,0.7569296375266524,-0.009660142987663378
2,1,4,100,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,1,4,500,gini,0.7500635001270003,0.7626154939587776,-0.012551993831777297
2,1,4,500,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,1,4,1000,gini,0.7495554991109982,0.7647476901208244,-0.015192191009826272
2,1,4,1000,entropy,0.7373634747269494,0.738450604122246,-0.0010871293952965377
2,1,5,100,gini,0.747269494538989,0.7569296375266524,-0.009660142987663378
2,1,5,100,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,1,5,500,gini,0.7500635001270003,0.7626154939587776,-0.012551993831777297
2,1,5,500,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,1,5,1000,gini,0.7495554991109982,0.7647476901208244,-0.015192191009826272
2,1,5,1000,entropy,0.7373634747269494,0.738450604122246,-0.0010871293952965377
2,1,6,100,gini,0.747269494538989,0.7569296375266524,-0.009660142987663378
2,1,6,100,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,1,6,500,gini,0.7500635001270003,0.7626154939587776,-0.012551993831777297
2,1,6,500,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,1,6,1000,gini,0.7495554991109982,0.7647476901208244,-0.015192191009826272
2,1,6,1000,entropy,0.7373634747269494,0.738450604122246,-0.0010871293952965377
2,1,7,100,gini,0.747269494538989,0.7569296375266524,-0.009660142987663378
2,1,7,100,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,1,7,500,gini,0.7500635001270003,0.7626154939587776,-0.012551993831777297
2,1,7,500,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,1,7,1000,gini,0.7495554991109982,0.7647476901208244,-0.015192191009826272
2,1,7,1000,entropy,0.7373634747269494,0.738450604122246,-0.0010871293952965377
2,1,8,100,gini,0.747269494538989,0.7569296375266524,-0.009660142987663378
2,1,8,100,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,1,8,500,gini,0.7500635001270003,0.7626154939587776,-0.012551993831777297
2,1,8,500,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,1,8,1000,gini,0.7495554991109982,0.7647476901208244,-0.015192191009826272
2,1,8,1000,entropy,0.7373634747269494,0.738450604122246,-0.0010871293952965377
2,1,9,100,gini,0.747269494538989,0.7569296375266524,-0.009660142987663378
2,1,9,100,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,1,9,500,gini,0.7500635001270003,0.7626154939587776,-0.012551993831777297
2,1,9,500,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,1,9,1000,gini,0.7495554991109982,0.7647476901208244,-0.015192191009826272
2,1,9,1000,entropy,0.7373634747269494,0.738450604122246,-0.0010871293952965377
2,2,2,100,gini,0.747269494538989,0.7569296375266524,-0.009660142987663378
2,2,2,100,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,2,2,500,gini,0.7500635001270003,0.7626154939587776,-0.012551993831777297
2,2,2,500,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,2,2,1000,gini,0.7495554991109982,0.7647476901208244,-0.015192191009826272
2,2,2,1000,entropy,0.7373634747269494,0.738450604122246,-0.0010871293952965377
2,2,3,100,gini,0.747269494538989,0.7569296375266524,-0.009660142987663378
2,2,3,100,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,2,3,500,gini,0.7500635001270003,0.7626154939587776,-0.012551993831777297
2,2,3,500,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,2,3,1000,gini,0.7495554991109982,0.7647476901208244,-0.015192191009826272
2,2,3,1000,entropy,0.7373634747269494,0.738450604122246,-0.0010871293952965377
2,2,4,100,gini,0.747269494538989,0.7569296375266524,-0.009660142987663378
2,2,4,100,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,2,4,500,gini,0.7500635001270003,0.7626154939587776,-0.012551993831777297
2,2,4,500,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,2,4,1000,gini,0.7495554991109982,0.7647476901208244,-0.015192191009826272
2,2,4,1000,entropy,0.7373634747269494,0.738450604122246,-0.0010871293952965377
2,2,5,100,gini,0.747269494538989,0.7569296375266524,-0.009660142987663378
2,2,5,100,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,2,5,500,gini,0.7500635001270003,0.7626154939587776,-0.012551993831777297
2,2,5,500,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,2,5,1000,gini,0.7495554991109982,0.7647476901208244,-0.015192191009826272
2,2,5,1000,entropy,0.7373634747269494,0.738450604122246,-0.0010871293952965377
2,2,6,100,gini,0.747269494538989,0.7569296375266524,-0.009660142987663378
2,2,6,100,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,2,6,500,gini,0.7500635001270003,0.7626154939587776,-0.012551993831777297
2,2,6,500,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,2,6,1000,gini,0.7495554991109982,0.7647476901208244,-0.015192191009826272
2,2,6,1000,entropy,0.7373634747269494,0.738450604122246,-0.0010871293952965377
2,2,7,100,gini,0.747269494538989,0.7569296375266524,-0.009660142987663378
2,2,7,100,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,2,7,500,gini,0.7500635001270003,0.7626154939587776,-0.012551993831777297
2,2,7,500,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,2,7,1000,gini,0.7495554991109982,0.7647476901208244,-0.015192191009826272
2,2,7,1000,entropy,0.7373634747269494,0.738450604122246,-0.0010871293952965377
2,2,8,100,gini,0.747269494538989,0.7569296375266524,-0.009660142987663378
2,2,8,100,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,2,8,500,gini,0.7500635001270003,0.7626154939587776,-0.012551993831777297
2,2,8,500,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,2,8,1000,gini,0.7495554991109982,0.7647476901208244,-0.015192191009826272
2,2,8,1000,entropy,0.7373634747269494,0.738450604122246,-0.0010871293952965377
2,2,9,100,gini,0.747269494538989,0.7569296375266524,-0.009660142987663378
2,2,9,100,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,2,9,500,gini,0.7500635001270003,0.7626154939587776,-0.012551993831777297
2,2,9,500,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,2,9,1000,gini,0.7495554991109982,0.7647476901208244,-0.015192191009826272
2,2,9,1000,entropy,0.7373634747269494,0.738450604122246,-0.0010871293952965377
2,3,2,100,gini,0.747269494538989,0.7569296375266524,-0.009660142987663378
2,3,2,100,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,3,2,500,gini,0.7500635001270003,0.7626154939587776,-0.012551993831777297
2,3,2,500,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,3,2,1000,gini,0.7495554991109982,0.7647476901208244,-0.015192191009826272
2,3,2,1000,entropy,0.7373634747269494,0.738450604122246,-0.0010871293952965377
2,3,3,100,gini,0.747269494538989,0.7569296375266524,-0.009660142987663378
2,3,3,100,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,3,3,500,gini,0.7500635001270003,0.7626154939587776,-0.012551993831777297
2,3,3,500,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,3,3,1000,gini,0.7495554991109982,0.7647476901208244,-0.015192191009826272
2,3,3,1000,entropy,0.7373634747269494,0.738450604122246,-0.0010871293952965377
2,3,4,100,gini,0.747269494538989,0.7569296375266524,-0.009660142987663378
2,3,4,100,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,3,4,500,gini,0.7500635001270003,0.7626154939587776,-0.012551993831777297
2,3,4,500,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,3,4,1000,gini,0.7495554991109982,0.7647476901208244,-0.015192191009826272
2,3,4,1000,entropy,0.7373634747269494,0.738450604122246,-0.0010871293952965377
2,3,5,100,gini,0.747269494538989,0.7569296375266524,-0.009660142987663378
2,3,5,100,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,3,5,500,gini,0.7500635001270003,0.7626154939587776,-0.012551993831777297
2,3,5,500,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,3,5,1000,gini,0.7495554991109982,0.7647476901208244,-0.015192191009826272
2,3,5,1000,entropy,0.7373634747269494,0.738450604122246,-0.0010871293952965377
2,3,6,100,gini,0.747269494538989,0.7569296375266524,-0.009660142987663378
2,3,6,100,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,3,6,500,gini,0.7500635001270003,0.7626154939587776,-0.012551993831777297
2,3,6,500,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,3,6,1000,gini,0.7495554991109982,0.7647476901208244,-0.015192191009826272
2,3,6,1000,entropy,0.7373634747269494,0.738450604122246,-0.0010871293952965377
2,3,7,100,gini,0.747269494538989,0.7569296375266524,-0.009660142987663378
2,3,7,100,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,3,7,500,gini,0.7500635001270003,0.7626154939587776,-0.012551993831777297
2,3,7,500,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,3,7,1000,gini,0.7495554991109982,0.7647476901208244,-0.015192191009826272
2,3,7,1000,entropy,0.7373634747269494,0.738450604122246,-0.0010871293952965377
2,3,8,100,gini,0.747269494538989,0.7569296375266524,-0.009660142987663378
2,3,8,100,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,3,8,500,gini,0.7500635001270003,0.7626154939587776,-0.012551993831777297
2,3,8,500,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,3,8,1000,gini,0.7495554991109982,0.7647476901208244,-0.015192191009826272
2,3,8,1000,entropy,0.7373634747269494,0.738450604122246,-0.0010871293952965377
2,3,9,100,gini,0.747269494538989,0.7569296375266524,-0.009660142987663378
2,3,9,100,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,3,9,500,gini,0.7500635001270003,0.7626154939587776,-0.012551993831777297
2,3,9,500,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,3,9,1000,gini,0.7495554991109982,0.7647476901208244,-0.015192191009826272
2,3,9,1000,entropy,0.7373634747269494,0.738450604122246,-0.0010871293952965377
2,4,2,100,gini,0.747269494538989,0.7569296375266524,-0.009660142987663378
2,4,2,100,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,4,2,500,gini,0.7500635001270003,0.7626154939587776,-0.012551993831777297
2,4,2,500,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,4,2,1000,gini,0.7495554991109982,0.7647476901208244,-0.015192191009826272
2,4,2,1000,entropy,0.7373634747269494,0.738450604122246,-0.0010871293952965377
2,4,3,100,gini,0.747269494538989,0.7569296375266524,-0.009660142987663378
2,4,3,100,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,4,3,500,gini,0.7500635001270003,0.7626154939587776,-0.012551993831777297
2,4,3,500,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,4,3,1000,gini,0.7495554991109982,0.7647476901208244,-0.015192191009826272
2,4,3,1000,entropy,0.7373634747269494,0.738450604122246,-0.0010871293952965377
2,4,4,100,gini,0.747269494538989,0.7569296375266524,-0.009660142987663378
2,4,4,100,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,4,4,500,gini,0.7500635001270003,0.7626154939587776,-0.012551993831777297
2,4,4,500,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,4,4,1000,gini,0.7495554991109982,0.7647476901208244,-0.015192191009826272
2,4,4,1000,entropy,0.7373634747269494,0.738450604122246,-0.0010871293952965377
2,4,5,100,gini,0.747269494538989,0.7569296375266524,-0.009660142987663378
2,4,5,100,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,4,5,500,gini,0.7500635001270003,0.7626154939587776,-0.012551993831777297
2,4,5,500,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,4,5,1000,gini,0.7495554991109982,0.7647476901208244,-0.015192191009826272
2,4,5,1000,entropy,0.7373634747269494,0.738450604122246,-0.0010871293952965377
2,4,6,100,gini,0.747269494538989,0.7569296375266524,-0.009660142987663378
2,4,6,100,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,4,6,500,gini,0.7500635001270003,0.7626154939587776,-0.012551993831777297
2,4,6,500,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,4,6,1000,gini,0.7495554991109982,0.7647476901208244,-0.015192191009826272
2,4,6,1000,entropy,0.7373634747269494,0.738450604122246,-0.0010871293952965377
2,4,7,100,gini,0.747269494538989,0.7569296375266524,-0.009660142987663378
2,4,7,100,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,4,7,500,gini,0.7500635001270003,0.7626154939587776,-0.012551993831777297
2,4,7,500,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,4,7,1000,gini,0.7495554991109982,0.7647476901208244,-0.015192191009826272
2,4,7,1000,entropy,0.7373634747269494,0.738450604122246,-0.0010871293952965377
2,4,8,100,gini,0.747269494538989,0.7569296375266524,-0.009660142987663378
2,4,8,100,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,4,8,500,gini,0.7500635001270003,0.7626154939587776,-0.012551993831777297
2,4,8,500,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,4,8,1000,gini,0.7495554991109982,0.7647476901208244,-0.015192191009826272
2,4,8,1000,entropy,0.7373634747269494,0.738450604122246,-0.0010871293952965377
2,4,9,100,gini,0.747269494538989,0.7569296375266524,-0.009660142987663378
2,4,9,100,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,4,9,500,gini,0.7500635001270003,0.7626154939587776,-0.012551993831777297
2,4,9,500,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,4,9,1000,gini,0.7495554991109982,0.7647476901208244,-0.015192191009826272
2,4,9,1000,entropy,0.7373634747269494,0.738450604122246,-0.0010871293952965377
2,5,2,100,gini,0.747269494538989,0.7569296375266524,-0.009660142987663378
2,5,2,100,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,5,2,500,gini,0.7500635001270003,0.7626154939587776,-0.012551993831777297
2,5,2,500,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,5,2,1000,gini,0.7495554991109982,0.7647476901208244,-0.015192191009826272
2,5,2,1000,entropy,0.7373634747269494,0.738450604122246,-0.0010871293952965377
2,5,3,100,gini,0.747269494538989,0.7569296375266524,-0.009660142987663378
2,5,3,100,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,5,3,500,gini,0.7500635001270003,0.7626154939587776,-0.012551993831777297
2,5,3,500,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,5,3,1000,gini,0.7495554991109982,0.7647476901208244,-0.015192191009826272
2,5,3,1000,entropy,0.7373634747269494,0.738450604122246,-0.0010871293952965377
2,5,4,100,gini,0.747269494538989,0.7569296375266524,-0.009660142987663378
2,5,4,100,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,5,4,500,gini,0.7500635001270003,0.7626154939587776,-0.012551993831777297
2,5,4,500,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,5,4,1000,gini,0.7495554991109982,0.7647476901208244,-0.015192191009826272
2,5,4,1000,entropy,0.7373634747269494,0.738450604122246,-0.0010871293952965377
2,5,5,100,gini,0.747269494538989,0.7569296375266524,-0.009660142987663378
2,5,5,100,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,5,5,500,gini,0.7500635001270003,0.7626154939587776,-0.012551993831777297
2,5,5,500,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,5,5,1000,gini,0.7495554991109982,0.7647476901208244,-0.015192191009826272
2,5,5,1000,entropy,0.7373634747269494,0.738450604122246,-0.0010871293952965377
2,5,6,100,gini,0.747269494538989,0.7569296375266524,-0.009660142987663378
2,5,6,100,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,5,6,500,gini,0.7500635001270003,0.7626154939587776,-0.012551993831777297
2,5,6,500,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,5,6,1000,gini,0.7495554991109982,0.7647476901208244,-0.015192191009826272
2,5,6,1000,entropy,0.7373634747269494,0.738450604122246,-0.0010871293952965377
2,5,7,100,gini,0.747269494538989,0.7569296375266524,-0.009660142987663378
2,5,7,100,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,5,7,500,gini,0.7500635001270003,0.7626154939587776,-0.012551993831777297
2,5,7,500,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,5,7,1000,gini,0.7495554991109982,0.7647476901208244,-0.015192191009826272
2,5,7,1000,entropy,0.7373634747269494,0.738450604122246,-0.0010871293952965377
2,5,8,100,gini,0.747269494538989,0.7569296375266524,-0.009660142987663378
2,5,8,100,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,5,8,500,gini,0.7500635001270003,0.7626154939587776,-0.012551993831777297
2,5,8,500,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,5,8,1000,gini,0.7495554991109982,0.7647476901208244,-0.015192191009826272
2,5,8,1000,entropy,0.7373634747269494,0.738450604122246,-0.0010871293952965377
2,5,9,100,gini,0.747269494538989,0.7569296375266524,-0.009660142987663378
2,5,9,100,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,5,9,500,gini,0.7500635001270003,0.7626154939587776,-0.012551993831777297
2,5,9,500,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,5,9,1000,gini,0.7495554991109982,0.7647476901208244,-0.015192191009826272
2,5,9,1000,entropy,0.7373634747269494,0.738450604122246,-0.0010871293952965377
2,6,2,100,gini,0.747269494538989,0.7569296375266524,-0.009660142987663378
2,6,2,100,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
2,6,2,500,gini,0.7500635001270003,0.7626154939587776,-0.012551993831777297
2,6,2,500,entropy,0.7343154686309372,0.7341862117981521,0.00012925683278508515
